Text,Label
看到 豆瓣 排名 第一 好奇 去 看 这部 电影 印象 最深 就是 图书馆 老爷爷 坐年 牢 出狱 后 适应 不了 外面 生活 选择 上吊自杀 最后 男主 获得 自由 瑞德 男主 海边 相遇 暖,看到豆瓣排名第一，很好奇去看了这部电影，印象最深的就是图书馆的老爷爷坐50年牢出狱后因为适应不了外面的生活选择上吊自杀，最后男主获得自由，瑞德和男主在海边相遇很暖
朋友 生命 中 进进出出 好像 餐厅 中 侍者 来来去去 一样 可是 每当 想起 那场 梦想 到 两具 尸体 正 用力 拖 下水 时候 就 觉得 这样 也好 有 人会 沉沦 如此而已 并 不 公平 但 世事 就是 这样 有 人会 沉沦 下去 希望 还是 有 没 希望 行,朋友在你的生命中进进出出，好像餐厅中的侍者来来去去一样。可是每当我想起那场梦、想到那两具尸体正用力拖我下水的时候，我就觉得这样也好。有的人会沉沦，如此而已，并不公平，但世事就是这样，有的人会沉沦下去。希望还是要有的，没了希望，怎么行
重温 时间 只是 好 电影 一个 证明 二十年 前 经典 二十年 后 还是 同样 题材 有 过去 做到 有 今天 无法 领悟 就是 差距 当 故事 最后 两个 老友 蔚蓝 大 海边 重聚 拥抱 时候 希望 美好 事 永不 消逝 有人 问 为何 肖申克 救赎 备受 推崇 这部 电影 并 不是 讲 越狱 这样 说 不是 为了 讲 越狱 人活 这个 世界 或多或少 都 会 如同 片中 所述 经历 体制 化 磨难 逐渐 麻木 看不到 希望 如老布 这部 电影 告诉 哪怕 过去 年 年 年 有 希望 就 会 有 美好 事 如安迪 瑞德 观众 看 完 这部 电影 内心 会 跟着 这部 电影 走过 一个 由 绝望 到 希望 历程 这是 一场 心灵 救赎 对 观众 肖申克 救赎 伟大 之 处,重温，时间只是好电影的又一个证明。二十年前的经典，二十年后还是，同样的题材，有的过去能做到，有的今天也无法领悟，这就是差距。当故事最后两个老友在蔚蓝大海边重聚拥抱的时候，希望，是最好的，美好的事永不消逝。有人问，为何肖申克的救赎备受推崇。因为这部电影并不是在讲越狱，也可以这样说，它不是为了讲越狱。人活在这个世界，或多或少都会如同片中所述，经历“体制化”，磨难，逐渐麻木，看不到希望，如老布。而这部电影最终告诉你，哪怕过去20年、30年、40年，有希望，就会有美好的事，如安迪和瑞德。观众看完这部电影，内心会跟着这部电影走过一个由绝望到希望的历程。这是一场心灵的救赎，是对观众的。这是肖申克的救赎的伟大之处。
经典 值得 反复推敲 每看 一次 都 得到 新 体悟,太经典了！值得反复推敲，每看一次都能得到新的体悟！
一个 内心 坚强 有 信念 人,一个内心坚强有信念的人
印象 很深 一部 电影 绝望 但 永远 不要 放弃 希望,印象很深的一部电影，虽然很绝望，但永远不要放弃希望。
电影 塑造 一个 充满希望 向往 自由 男 主人公 形象 身边 人 都 变得 体制 化 只有 怀有 希望 之 人 小说 里面 出现 过 两个 人 旁白 一个 男主 好 朋友 一个 看守 图书馆 人 这种 别人 视角 来 诉说 给 人 一种 悬疑 感 真实感,电影塑造了一个充满希望，向往自由的男主人公形象。在身边的人都变得体制化之后，只有他是怀有希望之人。小说里面出现过两个人的旁白，一个是男主的好朋友，一个是看守图书馆的人，以这种别人的视角来诉说，更给人一种悬疑感和真实感。
这个 电影 包含 友谊 艰辛 希望 梦想 之所以 获得 成功 感动 给 希望 给 启示,这个电影包含了友谊，艰辛，希望和梦想。之所以它获得了成功因为它感动了你，它给了你希望给了你启示！
DVD DVD home CCTV,"2002.3.3 DVD 
2007.7.27 DVD home
2008.8.2  CCTV6"
影视 简介 由 豆瓣 网 专职人员 撰写 由 影片 官方 提供 版权 属于 豆瓣 网 未经许可 不得 转载 使用 整体 任何 部分 内容 世纪 年代 末 小有成就 青年 银行家 安迪 蒂姆 罗宾斯 Tim Robbins 饰 因涉嫌 杀害 妻子 及 情人 锒铛入狱 这座 名为 肖申克 监狱 内 希望,"该影视简介由豆瓣网专职人员撰写或者由影片官方提供，版权属于豆瓣网，未经许可不得转载或使用整体或任何部分的内容。

20世纪40年代末，小有成就的青年银行家安迪（蒂姆·罗宾斯 Tim Robbins 饰）因涉嫌杀害妻子及她的情人而锒铛入狱。在这座名为肖申克的监狱内，希望"
不管怎么 说真的 佩服 男主 毅力 那样 情况 下 迷失 自己 追求 自己 向往 自由,不管怎么说，真的很佩服男主的毅力，在那样的情况下一直没有迷失自己，追求自己向往的自由。
生 酣畅淋漓,生的酣畅淋漓。
最后 奔跑 拥抱 真的 好 感动,最后奔跑拥抱那里真的好感动。
这部 片子 播后 入狱 场景 衍生 一系列 同 人文 教皇 般的 典狱长 东西 两派 同性 狎 轧成 美国 监狱 片 少不了 场景 当然 被 人 津津乐道 一个 场面 男主角 逃脱 出狱 后迎 着 风雨 呐喊 自由 场景,这部片子播后，入狱的场景衍生一系列的同人文，教皇般的典狱长，东西两派，同性狎轧成了美国监狱片少不了的场景。当然被人津津乐道的一个场面是，男主角逃脱出狱后迎着风雨呐喊自由的场景。
看一遍,应该再看一遍
经典 老 片 一看再看 过 几天 把 书 看一遍,经典老片，一看再看。过几天再把书看一遍！
不 知道 如何 形容 对 感觉 终于 找到 一个 词 炫 民族 风,我一直不知道该如何形容我对它的感觉，现在终于找到了一个词：最炫民族风。
这部 电影 好 到 含义 深刻 到 不敢 妄自 评价 总之 力荐,这部电影好到，含义深刻到我不敢妄自评价……总之，力荐!
不够 味道,不够味道。
永远 不能 失去 希望 一个 交心 挚友 一个 聪明 优秀 人 一份 经年 不变 毅力 一只 羽翼 丰润 带 着 心飞出 牢笼 寻找 希望 鸟儿 Get busy livingor get busy dying,"永远不能失去的是希望。一个交心的挚友，一个聪明优秀的人，一份经年不变的毅力，是一只羽翼丰润，带着你的心飞出牢笼寻找希望的鸟儿。Get busy living,or get busy dying."
縱使 基督山 伯爵 與 刺激 一九九 五之間 場景 與 敘事 手法 差異 可謂 不小 刺激 一九九 五 卻 直接 改編 自 基督山 伯爵 影劇 作品 更能 體現 基督山 伯爵 精髓 全文 httphouorgzetacristohtm,縱使《基督山伯爵》與《刺激一九九五》之間，場景與敘事手法的差異可謂不小，《刺激一九九五》卻比很多直接改編自《基督山伯爵》的影劇作品，更能體現《基督山伯爵》的精髓。全文：http://hou26.org/zeta/cristo.htm
不断 想要 重复 一个 危机 过程 然后 得到 一个 好 结局 希望 有 什么 事情 发生 希望 自己 被 拯救 希望 那种 排除万难 悲情 成就感 不 知道 自己 迷恋 挫败 感觉 迷恋 痛苦 感觉 迷恋 万劫不复 结局,我不断的想要重复一个危机的过程，然后得到一个好的结局。我总是希望有什么事情发生，我总是希望自己被拯救，我总是希望那种排除万难的悲情和成就感。我不知道自己为什么迷恋于挫败的感觉，迷恋于痛苦的感觉，迷恋于万劫不复的结局。
隐忍 布局 一触即发 翻盘 讨酒 写信 广播 几个 事件 中 便 对 男主 内敛 思绪 窥见一斑 全片 除 精彩 外 多 积压 一种 对 自由 渴望 冲破 狭隘 牢笼 得到 海阔天空 结局 不 甚 美好 片中 上吊 老爷子 则 早已 磨灭 希望 消极 典型 意在 男主 形成 对比,隐忍布局与一触即发的翻盘，从讨酒、写信和广播几个事件中便能对男主内敛的思绪窥见一斑，全片除精彩外更多是积压一种对自由的渴望，冲破狭隘牢笼得到海阔天空，结局不甚美好。而片中上吊的老爷子，则是早已磨灭希望的消极典型，意在与男主形成对比。
今天 才 看 厉害 啊 这种 片 中国 不得不 说 男主 厉害 啊 聪明 机智 有点 心疼 老布,今天才看的，很厉害啊……这种片中国……不得不说男主很厉害啊，聪明，机智……有点心疼老布
所谓 造梦 就是 这样 给人以 希望 光明 令人 感受 到 一种 震撼,所谓造梦，大概就是这样，给人以希望与光明，令人感受到那一种震撼。
看 分数 这么 高 份 上 把 电影 看 一遍 的确 实至名归 一个 鲨堡 监狱 里面 囚犯 官员 似乎 这个 社会 众生相 典狱长 平时 道貌岸然 实则 不择手段 残酷 阴险 贪婪,看分数这么高的份上把电影看了一遍，也的确实至名归！一个鲨堡监狱里面的囚犯和官员似乎是我们这个社会的众生相。比如典狱长平时道貌岸然实则不择手段，残酷阴险贪婪…
片子 不错 但 始终 get 不到 网上 把 这部 片子 捧 到 神坛 点 哪,片子不错，但始终get不到网上把这部片子捧到神坛的点在哪
恐惧 让 沦为 囚犯 希望 让 重获 自由 肖申克 救赎,恐惧让你沦为囚犯，希望让你重获自由。——《肖申克的救赎》
野心 那样 一种 被 打倒 人 身上 看到 棒 东西 就是 野心 想要 好好 活让 羽毛 闪光 野心,野心。在那样一种被打倒的人的身上，你能看到的最棒的东西，就是野心，想要好好活，让羽毛闪光的野心。
原來 那個 鏡頭 來 自 這部 電影 總算 把 imdb 最高分 電影 看 評分 就 不 方便 給了,原來那個鏡頭是來自這部電影的。總算把imdb最高分的電影看了。但是我的評分就不方便給了。
善非 所 善恶 非所恶 这个 叫 肖申克 囚牢 里 囚禁 同化 扭曲 安迪 说 自己 运气 不好 阴差阳错 成为 替罪羊 所 监狱 经历 绝望 哪怕 有 错 已 赎 完罪 后来 洗 黑钱 逃税 钻 法制 漏洞 呢 瑞德 图书馆 那场 对话 说 会 清清白白 压抑 本片 高潮 处 汤姆 被 枪杀 安迪 越狱 有的是 时间 缺 希望,善非所善恶非所恶 这个叫肖申克的囚牢里囚禁同化扭曲 安迪说自己运气不好 阴差阳错成为替罪羊 在这所监狱经历绝望 哪怕他有错 也已赎完罪 但是后来的洗黑钱逃税钻法制的漏洞呢 他与瑞德在图书馆的那场对话 他说他会是清清白白 很压抑 本片高潮处 汤姆被枪杀安迪越狱 有的是时间缺的是希望
监狱 一座 有形 束缚 自由 多 被 无形 枷锁 束缚 着 除了 有 坚强 意志 聪慧 头脑 有 打破 各种 体制 世俗 勇气 当然 自由 相对 人能 拥有 绝对 自由 像安迪 一样 榜样,监狱是一座有形的束缚，我们的自由更多的是被许多无形的枷锁束缚着，除了要有坚强的意志，聪慧的头脑，你还要有打破各种体制世俗的勇气。当然自由是相对的，没有人能拥有绝对的自由。像安迪一样，他是榜样。
值得 看遍 电影 没 看过 看,值得看2遍以上的电影 没看过一定要看
看 时候 生病 困囿 医院 里 如同 监狱 片子 给 阴暗 回忆 可是 救赎 信念 给 人 启迪,看的时候生病困囿在医院里，如同监狱，这片子给了我很多阴暗的回忆。可是关于救赎关于信念，给了人启迪。
男主挺帅 挺 聪明 不然 玩 越狱,男主挺帅挺聪明的，不然怎么能玩越狱。。。
忙 着 生 忙 着 死 用 一把 鹤嘴锄 破解 这个 古老 命题 通往 梦想 之 蓝,要么忙着生，要么忙着死。他用一把鹤嘴锄破解了这个古老命题，通往梦想之蓝。
里面 一句 经典 台词 生活 不是 为了 生而活 而是 为了 活而生,里面一句很经典的台词，生活不是为了生而活，而是为了活而生。
心里 显然 不是 第一,在我心里显然不是第一
I guess it come down to a simple choiceget busy living or get busy dying 生命 归结为 一种 简单 选择 忙于 生存 赶着 去 死,"I guess it comes down to a simple choice:get busy living or get busy dying. 
生命可以归结为一种简单的选择：要么忙于生存，要么赶着去死"
猜 不到 结局 猜 不到 惊异,你猜不到的结局…猜不到的惊异…
